@relation errorPredict

@attribute sequenceLength real
@attribute NumberOfConsecOccurPolar real
@attribute NumberOfConsecOccurHydro real
@attribute NumberOfConsecOccurCharged real
@attribute MGYM real
@attribute MQ[NH]W real
@attribute WC[IS]Y real
@attribute WHC real
@attribute WW real
@attribute C[HS]CC real
@attribute CTHC real
@attribute WG[PS]W real
@attribute WN[IM]F real
@attribute PPPP real
@attribute GGG real
@attribute hydrophobic real 
@attribute charged real
@attribute polar real
@attribute errorPercent real

@data
16,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.311,0.312,0.374,0.051560
10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.200,0.100,0.058481
21,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.382,0.334,0.143,0.021827
17,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.530,0.294,0.177,0.020697
19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.473,0.106,0.211,0.028036
24,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0.416,0.292,0.210,0.026567
18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.112,0.390,0.034777
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.100,0.000,0.038569
11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.273,0.364,0.037063
12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.417,0.333,0.250,0.046253
15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.134,0.134,0.031273
19,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.580,0.369,0.053,0.023767
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.273,0.637,0.102959
18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.167,0.334,0.030641
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.300,0.200,0.036035
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.222,0.222,0.094322
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.637,0.091,0.273,0.049374
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.231,0.462,0.061650
19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0.106,0.369,0.047981
10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.400,0.079906
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.750,0.083,0.166,0.035182
32,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.437,0.124,0.217,0.029359
15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0.134,0.534,0.035990
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.166,0.332,0.031923
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.166,0.415,0.045964
21,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.524,0.096,0.287,0.071531
8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.125,0.250,0.033094
37,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0.432,0.162,0.297,0.024139
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.713,0.214,0.071,0.023759
17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.059,0.589,0.044166
21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.524,0.191,0.192,0.025757
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.364,0.091,0.040542
28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.179,0.250,0.021344
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0.143,0.286,0.037927
14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.499,0.285,0.214,0.036349
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.308,0.308,0.086889
12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.083,0.166,0.030406
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.300,0.200,0.045160
14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.214,0.213,0.427,0.064361
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.142,0.571,0.051483
10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.100,0.500,0.033975
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.182,0.273,0.036182
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.124,0.186,0.030859
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.637,0.182,0.182,0.049560
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.047254
9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.111,0.333,0.029276
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.187,0.311,0.045959
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.100,0.400,0.033435
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.250,0.250,0.062541
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.125,0.250,0.036540
14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.499,0.214,0.285,0.042104
19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0.106,0.317,0.025806
16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.062,0.124,0.750,0.108674
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0.118,0.412,0.030448
15,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.468,0.267,0.200,0.053929
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0.333,0.249,0.057601
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.134,0.335,0.042480
11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.182,0.455,0.182,0.039794
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.166,0.166,0.029870
26,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.345,0.230,0.383,0.028197
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.300,0.200,0.050774
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.201,0.335,0.044443
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.750,0.125,0.125,0.059586
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.100,0.500,0.047481
22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.545,0.181,0.272,0.021138
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0.249,0.083,0.036955
17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.236,0.294,0.042520
8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.250,0.250,0.500,0.074827
16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0.186,0.311,0.039339
19,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0.474,0.264,0.159,0.039129
17,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.470,0.118,0.353,0.041443
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.466,0.267,0.267,0.044139
18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0.112,0.334,0.029021
19,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0.370,0.369,0.212,0.027969
15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.200,0.134,0.027922
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.300,0.100,0.043120
20,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.550,0.100,0.350,0.021258
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.166,0.416,0.034607
17,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.236,0.353,0.353,0.047614
11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.364,0.182,0.087445
19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0.106,0.474,0.046025
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.472,0.177,0.177,0.025303
34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0.117,0.352,0.050780
18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.390,0.112,0.502,0.022782
17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0.118,0.529,0.039983
21,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0.239,0.334,0.033606
20,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.250,0.400,0.350,0.030531
9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111,0.555,0.333,0.079509
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.300,0.200,0.078424
12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.166,0.667,0.057538
12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.249,0.416,0.166,0.036869
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.250,0.375,0.078011
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.333,0.555,0.065881
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.125,0.500,0.072756
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.462,0.308,0.154,0.026256
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.222,0.111,0.062590
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.250,0.375,0.072039
14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.642,0.071,0.213,0.028473
18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.557,0.223,0.222,0.022348
23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.521,0.086,0.347,0.030915
15,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.334,0.200,0.401,0.037600
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.285,0.285,0.356,0.078919
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.267,0.401,0.334,0.044982
24,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0.251,0.250,0.026426
20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.300,0.300,0.023600
19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0.106,0.368,0.028796
19,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.264,0.316,0.369,0.039561
22,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.363,0.272,0.363,0.039036
25,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.480,0.240,0.280,0.024912
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.300,0.200,0.102091
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0.250,0.167,0.032615
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.100,0.400,0.047024
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.308,0.308,0.385,0.070444
14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.357,0.356,0.285,0.031042
19,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0.106,0.422,0.044263
17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.118,0.647,0.177,0.055206
26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.460,0.152,0.191,0.046561
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.501,0.166,0.166,0.031703
23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0.173,0.390,0.026941
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.250,0.125,0.034171
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0.186,0.312,0.036955
20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.550,0.250,0.200,0.032734
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.584,0.083,0.249,0.041546
13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.308,0.154,0.539,0.083120
27,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.370,0.296,0.259,0.024529
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0.286,0.143,0.158305
18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.167,0.390,0.057367
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.250,0.500,0.052515
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.091,0.364,0.035277
27,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.370,0.148,0.296,0.028675
14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.427,0.356,0.143,0.027648
19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.580,0.106,0.263,0.023681
18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.446,0.334,0.167,0.035327
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.364,0.455,0.049038
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.067,0.333,0.047204
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.249,0.333,0.166,0.051107
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.250,0.068513
24,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.376,0.209,0.334,0.029812
19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.211,0.263,0.474,0.059592
13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.154,0.539,0.036274
11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.546,0.273,0.182,0.036642
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0.249,0.415,0.042608
13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.077,0.539,0.057303
19,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.580,0.053,0.211,0.027652
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.273,0.182,0.028895
22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0.180,0.318,0.029848
22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.362,0.181,0.407,0.031551
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.273,0.364,0.054034
21,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.620,0.143,0.239,0.021665
14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.357,0.213,0.285,0.038514
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.250,0.066097
11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.455,0.273,0.058083
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.222,0.111,0.034999
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.222,0.333,0.055189
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.428,0.214,0.285,0.034908
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.166,0.030145
20,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.350,0.150,0.450,0.030776
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0.187,0.249,0.024563
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.416,0.333,0.083,0.044725
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.222,0.071570
15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.401,0.067,0.533,0.032815
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0.500,0.125,0.057770
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.333,0.222,0.055899
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.166,0.249,0.029044
11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.273,0.455,0.042239
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0.249,0.499,0.059327
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100,0.200,0.700,0.079995
12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.250,0.250,0.499,0.054418
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.182,0.273,0.031256
15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.334,0.134,0.036320
30,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.466,0.266,0.265,0.024667
10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.600,0.000,0.116399
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.500,0.100,0.061154
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.166,0.167,0.026250
15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0.134,0.400,0.051501
15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.267,0.267,0.466,0.034788
15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.400,0.134,0.067,0.042590
17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.177,0.236,0.589,0.037161
18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.279,0.167,0.028476
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.091,0.728,0.075136
12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0.083,0.250,0.041923
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.222,0.222,0.113585
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.100,0.400,0.074786
23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.434,0.086,0.216,0.034907
14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.498,0.071,0.356,0.032934
32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.124,0.249,0.028705
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.250,0.249,0.026955
11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.273,0.455,0.066115
17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.118,0.472,0.035602
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.300,0.000,0.037209
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.417,0.166,0.067078
17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.472,0.118,0.354,0.028057
20,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.350,0.250,0.400,0.027464
25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.320,0.320,0.160,0.040488
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.067,0.200,0.034084
10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.100,0.400,0.043706
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.125,0.625,0.182833
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.332,0.062018
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.125,0.125,0.067993
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.300,0.500,0.074754
10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.100,0.400,0.071682
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.250,0.416,0.036256
19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0.211,0.422,0.038012
23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0.260,0.434,0.044434
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.125,0.250,0.047127
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.353,0.000,0.101336
25,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.360,0.360,0.240,0.022255
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.125,0.250,0.046425
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100,0.300,0.600,0.207092
29,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.309,0.241,0.343,0.022250
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.428,0.357,0.214,0.040042
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.125,0.250,0.061888
15,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.534,0.334,0.134,0.028344
18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.389,0.223,0.279,0.041377
18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.445,0.334,0.168,0.027337
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.267,0.400,0.029867
25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.280,0.200,0.400,0.028660
19,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.475,0.159,0.370,0.023191
25,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0.440,0.200,0.320,0.023696
22,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.453,0.226,0.227,0.025888
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.401,0.067,0.468,0.049677
21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0.190,0.428,0.055093
19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.369,0.211,0.368,0.038197
19,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.158,0.369,0.422,0.044653
20,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.350,0.025578
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.300,0.200,0.041928
19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0.106,0.264,0.024884
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.154,0.231,0.086493
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.249,0.053731
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.300,0.500,0.067596
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.455,0.182,0.081119
14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.142,0.428,0.038485
27,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.185,0.259,0.027042
18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.223,0.223,0.026946
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.200,0.200,0.036767
34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.410,0.087,0.381,0.027724
17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.177,0.472,0.052028
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.333,0.444,0.110187
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.624,0.250,0.062,0.038786
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.214,0.356,0.056062
11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.273,0.546,0.067940
8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.750,0.125,0.125,0.042402
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.166,0.333,0.054805
15,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.201,0.400,0.039935
27,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.148,0.296,0.031872
21,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.477,0.143,0.286,0.026029
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.250,0.056345
22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0.090,0.453,0.033209
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.125,0.375,0.083505
21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0.144,0.429,0.032909
21,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.239,0.334,0.335,0.064796
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.142,0.570,0.051654
12,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.332,0.167,0.039952
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0.236,0.235,0.067066
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.231,0.231,0.231,0.058305
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.250,0.375,0.069718
22,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.453,0.227,0.226,0.034593
20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.550,0.200,0.200,0.024343
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.273,0.455,0.086040
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.083,0.499,0.047519
16,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.499,0.186,0.310,0.025377
34,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.147,0.294,0.022601
16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0.124,0.375,0.047176
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.308,0.385,0.231,0.068288
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.231,0.231,0.030943
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.333,0.250,0.058155
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.222,0.555,0.101043
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.401,0.200,0.200,0.042399
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.125,0.375,0.028542
45,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.401,0.111,0.466,0.037401
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.562,0.124,0.250,0.028004
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0.166,0.500,0.078798
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.428,0.357,0.213,0.027365
17,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.354,0.412,0.177,0.051135
12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.249,0.334,0.032102
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.250,0.250,0.047555
24,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.084,0.417,0.028712
19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.474,0.158,0.369,0.022564
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.308,0.385,0.231,0.046035
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.231,0.308,0.034638
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.077,0.462,0.047515
24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.626,0.167,0.126,0.031256
10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.400,0.100,0.050008
16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.248,0.249,0.499,0.039152
8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.250,0.125,0.051792
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.182,0.182,0.058025
11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.546,0.182,0.273,0.033074
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.166,0.249,0.050302
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.100,0.200,0.044490
17,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.471,0.235,0.236,0.026379
11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.182,0.546,0.079022
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.300,0.157624
