@relation errorPredict

@attribute sequenceLength real
@attribute NumberOfConsecOccurPolar real
@attribute NumberOfConsecOccurHydro real
@attribute NumberOfConsecOccurCharged real
@attribute MGYM real
@attribute MQ[NH]W real
@attribute WC[IS]Y real
@attribute WHC real
@attribute WW real
@attribute C[HS]CC real
@attribute CTHC real
@attribute WG[PS]W real
@attribute WN[IM]F real
@attribute PPPP real
@attribute GGG real
@attribute hydrophobic real 
@attribute charged real
@attribute polar real
@attribute errorPercent real

@data
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.231,0.616,0.077,0.086969
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.300,0.300,0.050183
11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.182,0.364,0.047126
17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.470,0.059,0.295,0.034604
18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.334,0.223,0.390,0.047073
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.091,0.273,0.064858
20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.250,0.100,0.024237
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.166,0.332,0.047288
10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.400,0.050138
9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.166659
9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.061623
11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0.273,0.000,0.030124
26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0.153,0.384,0.028171
20,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.650,0.200,0.150,0.026715
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.417,0.333,0.249,0.054140
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.250,0.375,0.063013
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.077,0.385,0.034275
37,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0.567,0.054,0.324,0.025576
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.273,0.364,0.055526
32,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.093,0.311,0.026979
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.584,0.166,0.083,0.034485
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.182,0.273,0.160321
8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.125,0.500,0.375,0.088810
21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0.144,0.286,0.024767
16,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.437,0.249,0.248,0.036797
18,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.556,0.278,0.111,0.024345
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.435,0.250,0.124,0.037218
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.222,0.222,0.062591
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0.186,0.311,0.038772
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.364,0.273,0.052475
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.300,0.000,0.032831
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.166,0.416,0.049820
16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.311,0.250,0.311,0.032386
13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0.077,0.308,0.030596
14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.356,0.357,0.142,0.035361
13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0.000,0.231,0.031986
14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.142,0.429,0.041590
13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.308,0.231,0.308,0.034074
25,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.360,0.080,0.480,0.028847
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.200,0.060009
18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.278,0.278,0.027682
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0.166,0.250,0.037651
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.231,0.308,0.043321
13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.385,0.154,0.308,0.045422
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.053799
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.071,0.428,0.052022
14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.499,0.214,0.285,0.034639
16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.374,0.062,0.036066
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.182,0.637,0.063425
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.067,0.400,0.032081
30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0.166,0.467,0.027614
15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.601,0.200,0.067,0.027722
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.231,0.154,0.024641
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.182,0.182,0.040813
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.400,0.095001
17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.177,0.295,0.033645
16,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.437,0.250,0.249,0.043683
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.444,0.111,0.064283
18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.502,0.056,0.334,0.036313
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240,0.200,0.400,0.026337
10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.200,0.040472
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.800,0.200,0.000,0.034322
21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.382,0.286,0.191,0.028807
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.308,0.308,0.308,0.047438
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0.186,0.499,0.039059
14,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.213,0.428,0.357,0.067855
12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.166,0.500,0.250,0.082036
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.455,0.273,0.182,0.042262
16,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.374,0.250,0.311,0.112789
19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.317,0.211,0.422,0.031499
15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.267,0.600,0.134,0.049473
14,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.284,0.428,0.285,0.057809
21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0.191,0.287,0.038556
15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.201,0.400,0.334,0.039447
12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.250,0.250,0.416,0.055665
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.267,0.334,0.048147
18,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.278,0.278,0.333,0.058956
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.111,0.333,0.042009
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.250,0.125,0.037972
26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.383,0.153,0.267,0.032910
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.300,0.100,0.082854
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.455,0.273,0.273,0.044611
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.462,0.231,0.308,0.028559
14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0.071,0.285,0.043065
16,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.311,0.249,0.436,0.052613
21,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.429,0.286,0.191,0.026528
11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.273,0.455,0.273,0.058289
18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.278,0.168,0.040460
15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.533,0.134,0.334,0.038086
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.214,0.498,0.049357
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.083,0.332,0.057476
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.308,0.231,0.462,0.049212
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.300,0.031022
14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.357,0.285,0.285,0.063266
20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.550,0.250,0.150,0.024219
8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0.375,0.500,0.131774
17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.648,0.118,0.177,0.023449
21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0.191,0.096,0.024871
16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.561,0.062,0.311,0.028364
15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.599,0.267,0.067,0.026016
11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.091,0.455,0.069354
9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.555,0.222,0.222,0.053726
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.125,0.045344
13,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.385,0.385,0.231,0.032730
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.498,0.213,0.143,0.034425
11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.455,0.364,0.182,0.047340
20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.150,0.300,0.023411
23,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.434,0.086,0.346,0.028802
18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.446,0.056,0.391,0.033692
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.249,0.249,0.416,0.046192
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.077,0.539,0.051715
24,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.458,0.250,0.250,0.028806
16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0.187,0.311,0.050202
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0.267,0.467,0.075020
16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0.124,0.312,0.060810
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0.062,0.124,0.036197
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.182,0.364,0.029587
20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.450,0.150,0.300,0.026245
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.416,0.333,0.166,0.049205
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.444,0.222,0.059243
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.200,0.200,0.035742
13,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.462,0.231,0.308,0.037119
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.308,0.308,0.385,0.037887
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.333,0.444,0.151005
15,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.267,0.267,0.467,0.051715
17,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.530,0.236,0.236,0.029523
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.054671
29,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0.137,0.309,0.026928
11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.364,0.364,0.110006
13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.154,0.385,0.043780
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.570,0.285,0.071,0.035871
44,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0.319,0.114,0.477,0.028839
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0.249,0.499,0.050161
10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.700,0.300,0.000,0.032602
13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.077,0.539,0.033225
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0.186,0.374,0.028811
27,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0.407,0.185,0.370,0.024798
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.177,0.413,0.050294
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.166,0.499,0.135898
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.200,0.500,0.185149
11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.091,0.273,0.546,0.056319
9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.444,0.444,0.111,0.053528
16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.124,0.312,0.027389
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.300,0.400,0.128014
9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.444,0.222,0.056041
26,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.576,0.153,0.076,0.026377
22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.363,0.135,0.361,0.031540
22,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.362,0.090,0.454,0.028200
22,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.226,0.135,0.317,0.048129
9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.049188
25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.480,0.080,0.320,0.028913
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0.312,0.249,0.070671
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.285,0.284,0.049727
18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0.223,0.389,0.050053
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0.166,0.500,0.128393
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.250,0.083,0.036903
15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0.134,0.267,0.029721
13,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.539,0.231,0.154,0.040848
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.166,0.332,0.051080
15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.134,0.467,0.047875
18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.390,0.279,0.279,0.031452
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.118,0.412,0.078775
26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0.192,0.460,0.028514
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.100,0.400,0.055602
22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.181,0.180,0.033329
26,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0.115,0.499,0.031660
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.300,0.043390
17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.530,0.236,0.177,0.028861
23,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.477,0.129,0.389,0.030035
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.059032
30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0.199,0.332,0.025332
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0.071,0.357,0.026903
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.462,0.385,0.077,0.039948
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.051188
18,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.445,0.390,0.168,0.022915
21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0.096,0.382,0.039702
22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.590,0.090,0.135,0.025872
14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.356,0.357,0.286,0.028449
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.142,0.571,0.059412
21,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.381,0.286,0.286,0.030551
17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.059,0.354,0.027758
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.200,0.200,0.036359
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.166,0.334,0.032777
9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.555,0.444,0.000,0.031355
29,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0.240,0.274,0.022963
32,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0.124,0.312,0.026300
14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0.142,0.213,0.023568
12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.166,0.166,0.028831
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.332,0.333,0.333,0.040610
11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.273,0.455,0.073356
23,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.304,0.260,0.346,0.031456
20,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.400,0.046077
15,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.535,0.200,0.267,0.038785
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.250,0.125,0.051107
20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.450,0.100,0.450,0.030733
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0.083,0.250,0.040152
19,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.369,0.264,0.316,0.025342
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.300,0.200,0.038825
18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.168,0.167,0.034305
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.364,0.273,0.046415
16,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.186,0.186,0.042267
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.455,0.182,0.047884
12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.583,0.250,0.038124
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.533,0.134,0.267,0.054010
20,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.350,0.200,0.450,0.023381
23,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0.433,0.303,0.216,0.025681
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.249,0.333,0.040983
13,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.385,0.231,0.385,0.032295
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0.200,0.466,0.055372
31,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.323,0.161,0.388,0.039612
11,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.455,0.364,0.182,0.055505
15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.334,0.333,0.200,0.047951
23,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.434,0.304,0.216,0.028076
20,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.450,0.300,0.200,0.027915
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.273,0.182,0.029786
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0.134,0.268,0.046398
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.111,0.555,0.067036
18,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.279,0.112,0.043407
19,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0.632,0.369,0.000,0.022918
11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.273,0.455,0.109324
15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.267,0.268,0.045085
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.333,0.222,0.087387
18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.390,0.279,0.167,0.030794
15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.201,0.334,0.467,0.048719
17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.059,0.354,0.031965
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.222,0.333,0.040851
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.083,0.583,0.074807
12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.167,0.416,0.333,0.061364
15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.466,0.201,0.267,0.047907
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.637,0.182,0.182,0.033196
19,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.369,0.211,0.316,0.029860
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.300,0.200,0.043705
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.142,0.428,0.114187
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.182,0.273,0.050353
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.308,0.154,0.033426
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0.154,0.154,0.028343
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.700,0.200,0.100,0.027677
9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.555,0.222,0.222,0.052056
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0.134,0.334,0.040134
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.214,0.356,0.035803
13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.154,0.385,0.047788
10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.200,0.200,0.029102
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210,0.106,0.580,0.038705
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0.124,0.310,0.042774
17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.470,0.235,0.236,0.029355
18,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.612,0.056,0.335,0.022355
15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.067,0.401,0.037025
25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.560,0.200,0.240,0.027964
9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.222,0.555,0.111,0.055870
16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0.186,0.560,0.064955
32,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0.156,0.374,0.022824
25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.320,0.120,0.400,0.029313
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0.059,0.295,0.034022
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.154,0.385,0.033767
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.249,0.333,0.049734
10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.300,0.300,0.400,0.161220
21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.239,0.286,0.333,0.031888
17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.648,0.177,0.118,0.026368
16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.562,0.062,0.375,0.037751
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0.124,0.498,0.035621
26,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0.153,0.382,0.023156
17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.530,0.177,0.177,0.031602
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.182,0.273,0.036619
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.416,0.250,0.052220
16,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.187,0.749,0.062,0.059955
12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.166,0.499,0.146111
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.356,0.356,0.285,0.031580
17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.472,0.177,0.353,0.024582
19,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.421,0.158,0.158,0.049197
11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.364,0.455,0.182,0.031998
10,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.300,0.600,0.100,0.048130
13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.154,0.308,0.385,0.031983
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.091,0.546,0.053542
16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.373,0.249,0.375,0.040998
13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.154,0.539,0.141337
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.308,0.385,0.308,0.036870
14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.357,0.285,0.285,0.062610
16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.186,0.249,0.436,0.075758
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.539,0.308,0.077,0.057404
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.250,0.250,0.048586
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.364,0.364,0.075483
17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.177,0.589,0.037510
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.231,0.308,0.308,0.148340
24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.458,0.042,0.334,0.030346
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.231,0.231,0.022190
19,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.368,0.421,0.211,0.022600
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.222,0.333,0.056873
11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.364,0.364,0.044775
20,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.250,0.350,0.350,0.060264
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.643,0.142,0.143,0.024524
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.071,0.214,0.041815
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.142,0.643,0.102433
